task_1	task_2	acc	recall	precision	f1
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.65625	0.996	0.6459143968871596	0.7836349331235248
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5316666666666666	0.9966666666666667	0.5164075993091537	0.6803185437997724
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.55	1.0	0.5263157894736842	0.6896551724137931
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.5533333333333333	0.9966666666666667	0.5282685512367491	0.6905311778290992
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__0__42	0.885	0.908	0.8680688336520076	0.8875855327468231
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__0__42	0.88	0.908	0.8598484848484849	0.8832684824902725
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__1__42	0.885	0.908	0.8680688336520076	0.8875855327468231
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__1__42	0.88	0.908	0.8598484848484849	0.8832684824902725
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__2__42	0.885	0.908	0.8680688336520076	0.8875855327468231
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__2__42	0.88	0.908	0.8598484848484849	0.8832684824902725
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__3__42	0.885	0.908	0.8680688336520076	0.8875855327468231
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__3__42	0.88	0.908	0.8598484848484849	0.8832684824902725
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__0__0	0.906	0.95	0.8731617647058824	0.9099616858237547
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__0__0	0.914	0.95	0.8861940298507462	0.9169884169884169
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__0__1	0.87	0.924	0.8339350180505415	0.8766603415559773
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__0__1	0.887	0.924	0.8603351955307262	0.8910318225650916
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__0__2	0.884	0.922	0.8568773234200744	0.8882466281310213
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__0__2	0.901	0.922	0.8848368522072937	0.9030362389813908
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__0__3	0.892	0.942	0.8563636363636363	0.8971428571428571
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__0__3	0.912	0.942	0.8886792452830189	0.9145631067961165
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__0__4	0.882	0.938	0.8435251798561151	0.8882575757575756
HIGH_VS_LOOSER__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__0__4	0.905	0.938	0.8799249530956847	0.9080348499515972
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.9425	0.908	1.0	0.9517819706498952
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.9516666666666667	0.9033333333333333	1.0	0.9492119089316988
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.9425	0.908	1.0	0.9517819706498952
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.9516666666666667	0.9033333333333333	1.0	0.9492119089316988
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__0	0.96875	0.95	1.0	0.9743589743589743
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.9525	0.924	1.0	0.9604989604989606
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9633333333333334	0.9266666666666666	1.0	0.9619377162629758
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.9716666666666667	0.9433333333333334	1.0	0.9708404802744426
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.9666666666666667	0.9333333333333333	1.0	0.9655172413793104
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.5933333333333334	0.9033333333333333	0.5576131687242798	0.6895674300254452
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.5933333333333334	0.9033333333333333	0.5576131687242798	0.6895674300254452
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.67375	0.908	0.6786248131539612	0.7767322497861422
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.5933333333333334	0.9033333333333333	0.5576131687242798	0.6895674300254452
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.69625	0.95	0.6854256854256854	0.7963118189438391
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.68875	0.924	0.6864784546805349	0.7877237851662403
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5666666666666667	0.9266666666666666	0.5387596899224806	0.6813725490196078
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.6016666666666667	0.9433333333333334	0.5603960396039604	0.7031055900621119
HIGH_VS_LOOSER__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.6083333333333333	0.9333333333333333	0.5656565656565656	0.7044025157232705
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__0__42	0.976	0.992	0.9612403100775194	0.9763779527559056
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__0__42	0.689	0.992	0.6176836861768369	0.7613200306983884
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__1__42	0.976	0.992	0.9612403100775194	0.9763779527559056
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__1__42	0.689	0.992	0.6176836861768369	0.7613200306983884
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__2__42	0.976	0.992	0.9612403100775194	0.9763779527559056
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__2__42	0.689	0.992	0.6176836861768369	0.7613200306983884
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__3__42	0.976	0.992	0.9612403100775194	0.9763779527559056
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__3__42	0.689	0.992	0.6176836861768369	0.7613200306983884
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__0__0	0.988	1.0	0.9765625	0.9881422924901185
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__0__0	0.683	1.0	0.6119951040391677	0.759301442672741
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__0__1	0.983	0.996	0.9707602339181286	0.983218163869694
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__0__1	0.675	0.996	0.6065773447015834	0.7539742619227857
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__0__2	0.987	0.998	0.9765166340508806	0.9871414441147378
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__0__2	0.684	0.998	0.6130221130221131	0.7595129375951294
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__0__3	0.988	1.0	0.9765625	0.9881422924901185
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__0__3	0.691	1.0	0.6180469715698393	0.7639419404125287
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__0__4	0.981	0.998	0.965183752417795	0.9813176007866273
HIGH_VS_95LOW__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__0__4	0.7	0.998	0.62531328320802	0.768875192604006
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.995	0.992	1.0	0.9959839357429718
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.995	0.99	1.0	0.9949748743718593
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.995	0.992	1.0	0.9959839357429718
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.995	0.99	1.0	0.9949748743718593
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__0	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.9975	0.996	1.0	0.9979959919839679
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__3	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.5533333333333333	0.99	0.5284697508896797	0.6890951276102087
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.5533333333333333	0.99	0.5284697508896797	0.6890951276102087
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.66375	0.992	0.6517739816031537	0.7866772402854876
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.5533333333333333	0.99	0.5284697508896797	0.6890951276102087
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.6625	1.0	0.6493506493506493	0.7874015748031497
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.65625	0.996	0.6459143968871596	0.7836349331235248
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5333333333333333	0.9966666666666667	0.5173010380622838	0.6810933940774488
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.55	1.0	0.5263157894736842	0.6896551724137931
HIGH_VS_95LOW__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.5566666666666666	0.9966666666666667	0.5301418439716312	0.6921296296296298
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__0__42	0.873	0.89	0.8607350096711799	0.8751229105211407
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__0__42	0.87	0.89	0.8557692307692307	0.8725490196078431
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__1__42	0.873	0.89	0.8607350096711799	0.8751229105211407
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__1__42	0.87	0.89	0.8557692307692307	0.8725490196078431
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__2__42	0.873	0.89	0.8607350096711799	0.8751229105211407
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__2__42	0.87	0.89	0.8557692307692307	0.8725490196078431
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__3__42	0.873	0.89	0.8607350096711799	0.8751229105211407
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__3__42	0.87	0.89	0.8557692307692307	0.8725490196078431
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__0__0	0.898	0.94	0.8671586715867159	0.9021113243761996
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__0__0	0.912	0.94	0.8901515151515151	0.914396887159533
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__0__1	0.866	0.92	0.8303249097472925	0.872865275142315
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__0__1	0.893	0.92	0.872865275142315	0.8958130477117819
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__0__2	0.873	0.902	0.8525519848771267	0.8765792031098154
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__0__2	0.893	0.902	0.8860510805500982	0.8939544103072349
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__0__3	0.884	0.928	0.8529411764705882	0.888888888888889
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__0__3	0.908	0.928	0.8923076923076924	0.9098039215686274
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_95LOW__HR2P__auto__0__4	0.873	0.922	0.8397085610200364	0.8789323164918971
HIGH_VS_LOOSER__HR2P__auto__1__42	HIGH_VS_LOOSER__HR2P__auto__0__4	0.901	0.922	0.8848368522072937	0.9030362389813908
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.93125	0.89	1.0	0.9417989417989417
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.94	0.88	1.0	0.9361702127659575
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.93125	0.89	1.0	0.9417989417989417
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.94	0.88	1.0	0.9361702127659575
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__0	0.9625	0.94	1.0	0.9690721649484536
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.95	0.92	1.0	0.9583333333333334
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.955	0.91	1.0	0.9528795811518325
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.965	0.93	1.0	0.9637305699481865
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.955	0.91	1.0	0.9528795811518325
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.5733333333333334	0.88	0.5454545454545454	0.6734693877551021
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.5733333333333334	0.88	0.5454545454545454	0.6734693877551021
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.65625	0.89	0.6691729323308271	0.7639484978540773
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.5733333333333334	0.88	0.5454545454545454	0.6734693877551021
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.6975	0.94	0.6891495601173021	0.7952622673434856
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.68875	0.92	0.6875934230194319	0.7869974337040204
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.56	0.91	0.5352941176470588	0.674074074074074
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.6033333333333334	0.93	0.5625	0.7010050251256281
HIGH_VS_LOOSER__HR2P__auto__1__42	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.5883333333333334	0.91	0.5537525354969574	0.6885245901639344
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__0__42	0.977	0.992	0.9631067961165048	0.9773399014778325
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__0__42	0.69	0.992	0.6184538653366584	0.7619047619047619
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__1__42	0.977	0.992	0.9631067961165048	0.9773399014778325
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__1__42	0.69	0.992	0.6184538653366584	0.7619047619047619
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__2__42	0.977	0.992	0.9631067961165048	0.9773399014778325
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__2__42	0.69	0.992	0.6184538653366584	0.7619047619047619
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__3__42	0.977	0.992	0.9631067961165048	0.9773399014778325
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__3__42	0.69	0.992	0.6184538653366584	0.7619047619047619
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__0__0	0.988	1.0	0.9765625	0.9881422924901185
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__0__0	0.682	1.0	0.6112469437652812	0.7587253414264037
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__0__1	0.983	0.996	0.9707602339181286	0.983218163869694
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__0__1	0.674	0.996	0.6058394160583942	0.7534039334341905
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__0__2	0.989	0.998	0.9803536345776032	0.9890981169474727
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__0__2	0.681	0.998	0.6107711138310894	0.7577828397873957
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__0__3	0.987	1.0	0.9746588693957114	0.9871668311944718
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__0__3	0.693	1.0	0.6195786864931846	0.7651109410864575
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__0__4	0.981	0.998	0.965183752417795	0.9813176007866273
HIGH_VS_95LOW__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__0__4	0.702	0.998	0.6268844221105527	0.7700617283950617
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.995	0.992	1.0	0.9959839357429718
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.995	0.99	1.0	0.9949748743718593
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.995	0.992	1.0	0.9959839357429718
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.995	0.99	1.0	0.9949748743718593
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__0	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.9975	0.996	1.0	0.9979959919839679
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__3	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.55	0.99	0.526595744680851	0.6875000000000001
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.55	0.99	0.526595744680851	0.6875000000000001
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.66125	0.992	0.6500655307994757	0.7854315122723674
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.55	0.99	0.526595744680851	0.6875000000000001
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.66375	1.0	0.6501950585175552	0.7880220646178092
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.6575	0.996	0.6467532467532467	0.784251968503937
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5333333333333333	0.9966666666666667	0.5173010380622838	0.6810933940774488
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.5516666666666666	1.0	0.5272407732864675	0.6904487917146145
HIGH_VS_95LOW__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.5533333333333333	0.9966666666666667	0.5282685512367491	0.6905311778290992
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__0__42	0.874	0.89	0.8624031007751938	0.8759842519685039
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__0__42	0.873	0.89	0.8607350096711799	0.8751229105211407
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__1__42	0.874	0.89	0.8624031007751938	0.8759842519685039
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__1__42	0.873	0.89	0.8607350096711799	0.8751229105211407
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__2__42	0.874	0.89	0.8624031007751938	0.8759842519685039
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__2__42	0.873	0.89	0.8607350096711799	0.8751229105211407
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__3__42	0.874	0.89	0.8624031007751938	0.8759842519685039
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__3__42	0.873	0.89	0.8607350096711799	0.8751229105211407
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__0__0	0.899	0.94	0.8687615526802218	0.9029779058597502
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__0__0	0.911	0.94	0.888468809073724	0.913508260447036
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__0__1	0.87	0.926	0.8327338129496403	0.8768939393939394
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__0__1	0.896	0.926	0.8735849056603774	0.8990291262135923
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__0__2	0.874	0.906	0.8515037593984962	0.8779069767441859
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__0__2	0.901	0.906	0.897029702970297	0.9014925373134328
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__0__3	0.885	0.928	0.85451197053407	0.8897411313518697
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__0__3	0.911	0.928	0.8974854932301741	0.9124877089478861
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_95LOW__HR2P__auto__0__4	0.877	0.928	0.8421052631578947	0.8829686013320648
HIGH_VS_LOOSER__HR2P__auto__2__42	HIGH_VS_LOOSER__HR2P__auto__0__4	0.907	0.928	0.8905950095969289	0.9089128305582762
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.93125	0.89	1.0	0.9417989417989417
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.945	0.89	1.0	0.9417989417989417
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.93125	0.89	1.0	0.9417989417989417
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.945	0.89	1.0	0.9417989417989417
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__0	0.9625	0.94	1.0	0.9690721649484536
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.95375	0.926	1.0	0.9615784008307372
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9533333333333334	0.9066666666666666	1.0	0.9510489510489509
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.965	0.93	1.0	0.9637305699481865
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.96	0.92	1.0	0.9583333333333334
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.58	0.89	0.5493827160493827	0.6793893129770993
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.58	0.89	0.5493827160493827	0.6793893129770993
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.6575	0.89	0.6701807228915663	0.7646048109965636
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.58	0.89	0.5493827160493827	0.6793893129770993
